0 51 54
0 63 89
300 63 89
600 17 19
600 51 65
900 17 49
1200 54 64
2400 23 49
2400 38 78
2700 23 49
2700 30 38
3000 0 87
3300 13 15
3600 15 37
3600 15 73
4200 14 37
4200 37 82
4500 2 76
4500 14 37
4800 5 23
4800 28 42
4800 31 34
5100 5 23
5100 19 79
5400 28 42
5400 28 82
5700 9 73
5700 18 44
5700 28 82
6000 41 90
6300 12 25
6600 12 19
6600 80 91
6600 85 89
6900 5 60
6900 6 85
6900 6 59
6900 49 60
6900 60 72
7200 2 47
7200 3 15
7200 49 60
7200 57 72
7200 60 72
7500 17 88
7500 49 60
7500 57 72
7500 75 85
7800 34 75
7800 49 60
8100 49 60
8400 49 60
8700 49 60
9000 49 60
9300 29 39
9300 49 60
9600 49 60
9900 29 88
9900 37 41
11400 62 79
11700 62 79
12000 44 54
12000 62 79
12300 30 38
12300 44 54
12600 62 79
12900 38 65
12900 62 79
13500 45 59
14100 46 78
14400 41 77
15000 20 66
15300 20 42
15300 21 83
15300 45 58
15300 45 83
15600 17 45
15600 45 58
15600 62 68
15900 8 54
15900 17 45
15900 39 62
16200 15 41
16200 17 87
16200 45 58
16500 11 70
16500 25 66
16500 28 32
16500 32 66
16500 32 70
16500 39 62
16800 5 85
16800 39 84
16800 40 84
17100 39 62
17100 40 41
17100 44 63
17100 55 90
17100 62 84
17400 55 64
18000 44 63
18300 22 25
18300 25 86
18300 28 72
18600 0 65
18600 15 80
18600 22 25
18600 65 80
18600 65 66
18600 66 80
18900 0 65
18900 7 34
18900 7 80
18900 7 38
18900 15 80
18900 15 57
18900 22 25
18900 32 38
18900 61 69
18900 65 80
18900 65 69
19200 0 65
19200 1 46
19200 1 73
19200 7 80
19200 7 38
19200 7 11
19200 11 58
19200 15 80
19200 32 38
19200 36 73
19200 46 64
19200 65 80
19200 73 77
19500 1 46
19500 1 73
19500 7 11
19500 7 38
19500 7 80
19500 11 38
19500 15 80
19500 32 38
19500 46 64
19500 57 73
19500 65 80
19500 73 77
19500 77 80
19800 1 46
19800 1 73
19800 8 87
19800 11 38
19800 34 57
19800 34 65
19800 34 68
19800 57 73
19800 73 77
20100 1 73
20100 1 46
20100 1 51
20100 8 53
20100 11 38
20100 16 63
20100 34 57
20100 34 68
20100 34 83
20100 59 64
20400 1 73
20400 34 68
20400 59 64
20700 1 73
21000 3 23
21000 4 18
21300 27 48
21300 34 53
21300 40 79
21600 27 48
21600 46 91
21600 53 72
21600 53 82
21600 64 91
21600 64 72
21900 2 91
21900 21 39
21900 49 64
21900 55 91
21900 64 91
22200 16 79
22200 21 39
22500 6 54
22500 21 39
22800 5 31
22800 6 54
22800 10 74
22800 21 39
23100 5 31
23100 27 37
23100 59 84
23100 64 77
23400 5 31
23400 59 84
23400 75 78
23700 16 32
23700 16 38
23700 64 77
24000 16 32
24000 16 38
24000 36 67
24000 38 67
24000 64 77
24300 16 32
24600 47 63
24600 64 77
24900 16 32
25200 28 85
25500 26 34
25500 26 45
25800 3 39
25800 26 45
25800 68 69
26100 21 22
26100 24 28
26100 26 45
26100 59 68
26400 6 59
26400 6 90
26400 24 28
26700 6 9
26700 24 28
27000 9 49
27000 17 49
27000 24 28
27300 6 9
27300 17 79
27300 46 49
27300 56 67
27300 70 79
27600 6 70
27600 15 63
27600 17 79
27600 24 72
27900 9 36
27900 70 79
28200 17 32
28500 0 41
28500 36 64
28800 0 53
28800 4 17
28800 14 17
29100 4 17
29100 19 78
29100 30 81
29100 48 55
29400 4 17
29400 20 88
29400 48 55
29700 27 50
29700 42 50
29700 68 71
30000 4 17
30000 27 50
30000 46 51
30300 4 17
30300 16 59
30300 23 59
30300 24 63
30600 0 19
30600 16 59
30600 23 59
30600 65 87
30900 16 59
30900 22 47
30900 23 59
30900 52 71
31200 11 69
31200 23 59
31500 23 59
31500 32 49
31800 32 49
31800 55 85
31800 59 82
31800 86 91
32100 26 35
32100 59 82
32100 86 91
33000 22 59
33000 59 82
33300 55 87
33300 55 67
33300 59 82
33600 15 48
33600 59 82
33900 18 41
33900 55 87
34800 5 51
34800 19 51
35400 1 77
35400 59 77
35700 3 77
35700 59 77
36000 59 77
36300 52 86
87900 20 71
87900 20 91
88200 40 53
88800 54 65
89100 3 61
90600 7 20
90600 33 84
90900 7 20
90900 13 60
91200 21 69
91200 59 78
91500 8 37
91500 51 60
91800 8 13
91800 18 51
91800 21 77
92100 18 66
92100 21 77
92100 51 55
92100 55 56
92400 0 43
92400 11 49
92400 15 77
92400 21 77
92400 55 56
92700 0 43
92700 13 36
92700 14 66
