0 4 97
0 6 110
0 6 35
0 10 95
0 19 89
0 25 81
0 26 79
0 27 93
0 42 81
0 46 76
0 50 82
0 51 94
0 52 78
0 56 66
0 56 123
0 58 103
0 83 109
0 102 119
300 25 81
300 26 79
300 27 93
300 35 98
300 42 81
300 42 97
300 50 82
300 52 78
300 52 56
300 56 66
300 58 103
300 83 109
300 94 121
300 102 119
600 2 92
600 4 35
600 4 65
600 25 81
600 27 35
600 28 35
600 28 44
600 28 40
600 35 98
600 42 81
600 44 56
600 44 97
600 52 78
600 56 123
600 58 103
600 83 109
900 7 56
900 16 17
900 17 48
900 17 119
900 17 27
900 17 40
900 21 123
900 25 81
900 25 59
900 27 81
900 27 66
900 29 100
900 29 35
900 32 35
900 35 98
900 52 78
900 52 56
900 56 66
900 58 103
900 61 66
900 66 123
900 66 100
900 74 92
900 82 92
900 92 93
900 102 119
1200 7 56
1200 15 67
1200 16 102
1200 17 119
1200 17 43
1200 18 36
1200 18 100
1200 20 119
1200 22 82
1200 25 59
1200 29 100
1200 29 40
1200 29 43
1200 35 98
1200 35 42
1200 35 56
1200 36 56
1200 36 40
1200 40 123
1200 48 119
1200 52 56
1200 56 61
1200 58 103
1200 63 67
1200 66 100
1200 74 92
1200 74 100
1200 92 93
1500 4 12
1500 4 110
1500 4 56
1500 4 82
1500 4 119
1500 16 102
1500 17 119
1500 20 119
1500 25 59
1500 28 29
1500 29 119
1500 29 96
1500 29 102
1500 52 56
1500 56 61
1500 56 102
1500 56 67
1500 56 119
1500 58 103
1500 61 78
1500 61 92
1500 61 76
1500 66 100
1500 74 92
1500 82 87
1500 92 93
1500 102 119
1800 4 82
1800 4 12
1800 4 56
1800 4 87
1800 4 110
1800 13 87
1800 21 102
1800 29 102
1800 29 43
1800 38 84
1800 50 52
1800 56 102
1800 56 67
1800 56 119
1800 56 89
1800 56 110
1800 56 71
1800 58 103
1800 61 92
1800 61 110
1800 71 110
1800 73 110
1800 82 87
1800 92 93
2100 4 110
2100 19 110
2100 19 101
2100 20 119
2100 25 59
2100 29 43
2100 29 102
2100 29 38
2100 38 103
2100 38 64
2100 51 52
2100 52 108
