0 51 54
0 63 89
300 46 54
1800 21 60
1800 60 67
2100 21 38
2100 34 39
2400 40 52
2400 48 67
2700 3 81
2700 40 52
3000 40 52
3900 10 33
4200 12 80
4200 27 59
4500 5 46
4500 21 59
4800 8 82
4800 42 88
5100 4 6
5100 27 33
5100 33 42
5400 27 33
5400 27 71
5700 27 33
6000 9 86
6000 9 65
6000 24 86
6000 27 33
6000 28 86
6300 24 86
6300 28 86
6300 33 58
6300 33 49
6300 38 58
6300 56 83
6600 12 31
6600 33 49
6600 71 89
6900 8 23
6900 71 89
7200 8 58
7200 13 74
7200 35 60
7200 57 79
7200 71 89
7500 7 52
7500 71 89
7800 5 45
7800 7 45
7800 71 89
8100 5 45
8100 53 69
8100 71 89
8400 5 45
8400 13 35
8700 5 45
9300 3 10
10500 46 74
10800 52 66
10800 54 63
11100 2 42
11400 0 48
11700 7 90
11700 32 42
11700 54 63
12000 7 90
12000 12 75
12300 7 90
12300 12 75
12300 39 50
12600 1 72
12600 7 90
12900 18 62
13200 23 88
13200 24 79
13500 24 38
13500 59 71
13800 1 55
13800 24 38
13800 59 71
14100 0 26
14100 17 45
15000 32 74
15300 21 72
15300 32 72
15600 9 91
15600 21 66
15600 21 91
15900 6 21
15900 21 66
15900 21 56
15900 21 74
16200 5 32
16200 5 73
16200 19 32
16200 21 66
16200 32 68
16500 18 73
16500 19 32
16500 19 58
16500 32 68
16800 19 32
16800 19 58
16800 19 63
16800 50 78
16800 50 81
17100 19 58
17100 21 57
17100 21 89
17400 19 32
17400 73 74
18300 5 19
18900 6 80
19200 20 46
19200 20 54
19200 34 75
19200 58 75
19500 19 54
19500 23 57
19500 54 56
19500 54 57
19500 58 75
19500 69 75
19800 10 20
19800 16 57
19800 43 46
19800 46 54
19800 54 57
19800 69 75
20100 37 51
20100 46 54
20100 51 81
20100 54 57
20100 54 67
20400 20 40
20400 28 85
20400 28 43
20400 37 51
20400 39 51
20400 51 81
20700 28 43
20700 28 85
20700 37 52
21000 22 77
21000 28 85
21000 76 77
21300 76 77
21600 10 57
21900 58 69
21900 59 71
22200 6 39
22500 17 65
22500 35 68
22800 17 65
22800 25 46
22800 58 82
23100 1 85
23100 25 46
23100 58 82
23400 13 61
23400 17 65
23400 25 46
23700 1 85
23700 17 65
23700 53 84
24000 1 85
24000 22 56
24000 25 46
24000 53 84
24000 56 63
24300 1 85
24300 22 56
24300 22 35
24300 56 63
24600 1 85
24600 25 46
24600 43 44
24600 56 63
24900 1 85
24900 25 46
25200 25 46
25200 40 53
25200 51 65
25500 1 85
25500 25 46
25500 40 75
25500 40 81
25500 43 75
25800 25 46
25800 27 49
25800 51 65
26100 51 65
26400 51 65
26700 4 37
26700 23 88
26700 51 65
26700 56 76
27000 6 12
27000 23 88
27000 51 65
27300 23 88
27300 33 70
27300 86 90
27600 23 88
27600 33 70
27600 45 84
27900 7 73
27900 23 88
28200 17 48
28200 23 88
28200 36 68
28800 29 58
29400 5 33
29700 26 60
29700 29 60
30000 25 63
30000 25 46
30000 29 60
30000 59 76
30000 62 82
30300 0 32
30300 29 60
30300 59 76
30600 6 29
30900 16 31
30900 32 71
31200 16 79
31500 12 89
31500 25 89
31500 31 64
31800 25 89
32100 12 89
32100 31 64
32100 35 77
32400 17 45
32400 35 77
32700 25 89
33000 4 46
33300 28 90
33300 46 55
33600 40 91
33900 19 46
34500 22 79
34500 22 52
34500 31 79
34800 22 52
34800 22 89
35100 22 89
35400 14 68
35400 14 32
35700 14 32
36000 52 84
36300 5 48
36600 5 48
36600 29 34
36600 34 72
36600 68 90
88200 16 50
90900 48 79
90900 56 89
91200 31 40
91200 52 64
91200 55 67
91500 1 77
91500 52 64
91500 62 65
91800 37 39
91800 61 75
91800 69 91
91800 69 75
92100 36 59
92100 63 87
92100 69 91
92400 11 70
92400 20 38
92400 35 38
92400 35 42
92400 52 64
92700 3 68
92700 11 70
92700 20 68
92700 35 38
93000 3 68
93000 11 70
93000 20 68
93000 20 91
93000 23 72
93000 44 59
93000 49 61
93000 52 71
93000 69 91
93300 1 41
93300 11 70
93300 41 76
93300 69 91
93600 11 70
93600 18 76
93600 42 70
93600 69 91
93900 3 68
93900 15 71
93900 52 71
93900 69 91
94200 34 50
94500 5 34
94500 15 71
94500 18 76
94500 33 52
94500 64 70
94800 5 76
94800 7 76
94800 7 52
94800 18 76
94800 33 52
95100 7 76
95100 7 52
95100 19 50
95100 19 64
95100 34 50
95100 52 64
95100 64 70
95400 19 50
95400 44 56
95400 52 64
95400 64 70
95400 68 79
95700 19 64
